w_r_FHeat,w_m_FHeat,e_EAffinity,gm_a_r,w_e_a_r,w_gm_a_r,w_r_a_m,w_m_V,w_s_TCond,w_gm_V,w_gm_FHeat,r_a_r,r_TCond,r_f,critical_temp
s5_3_5,s03_4_5,s4_1_1,s1_below_136,s3_0_0,s4_93_115,s8_64_up,s09_4_5,s01_below_12,s8_4_4,s4_1_5,s4_88_139,s1_below_35,s8_810_up,DA
s3_2_2,s04_5_5,s5_1_1,s2_136_143,s7_1_1,s3_88_93,s3_18_21,s01_below_2,s09_165_167,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s7_9_13,s08_17_22,s3_0_1,s5_160_174,s4_0_1,s9_176_up,s6_32_43,s09_4_5,s02_12_26,s8_4_4,s6_7_up,s2_27_60,s2_35_78,s1_below_91,DA
s2_2_2,s03_4_5,s4_1_1,s2_136_143,s8_1_1,s3_88_93,s3_18_21,s01_below_2,s08_151_165,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s7_9_13,s08_17_22,s1_below_0,s5_160_174,s2_0_0,s8_155_176,s2_10_18,s08_3_4,s02_12_26,s7_3_4,s6_7_up,s1_below_27,s2_35_78,s2_91_189,DA
s8_13_19,s09_22_32,s2_0_0,s6_174_up,s1_below_0,s9_176_up,s6_32_43,s10_5_up,s04_37_54,s9_4_up,s6_7_up,s1_below_27,s3_78_102,s1_below_91,DA
s5_3_5,s06_8_11,s5_1_1,s4_153_160,s6_1_1,s8_155_176,s6_32_43,s04_2_2,s10_167_up,s4_2_2,s5_5_7,s6_199_205,s6_266_399,s7_772_810,DA
s6_5_9,s09_22_32,s3_0_1,s6_174_up,s4_0_1,s8_155_176,s2_10_18,s09_4_5,s03_26_37,s8_4_4,s6_7_up,s1_below_27,s4_102_134,s1_below_91,DA
s5_3_5,s05_5_8,s4_1_1,s2_136_143,s3_0_0,s9_176_up,s8_64_up,s05_2_2,s06_88_137,s5_2_3,s5_5_7,s6_199_205,s6_266_399,s7_772_810,NE
s4_2_3,s03_4_5,s4_1_1,s2_136_143,s7_1_1,s3_88_93,s3_18_21,s01_below_2,s09_165_167,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s7_9_13,s08_17_22,s3_0_1,s4_153_160,s6_1_1,s6_134_147,s4_21_26,s08_3_4,s05_54_88,s6_3_3,s6_7_up,s3_60_88,s5_134_266,s4_311_470,DA
s7_9_13,s08_17_22,s6_1_up,s6_174_up,s8_1_1,s7_147_155,s5_26_32,s07_3_3,s02_12_26,s6_3_3,s6_7_up,s5_139_199,s3_78_102,s5_470_764,DA
s5_3_5,s07_11_17,s2_0_0,s5_160_174,s2_0_0,s8_155_176,s2_10_18,s09_4_5,s04_37_54,s8_4_4,s6_7_up,s2_27_60,s3_78_102,s2_91_189,DA
s4_2_3,s04_5_5,s4_1_1,s3_143_153,s8_1_1,s3_88_93,s2_10_18,s01_below_2,s10_167_up,s1_below_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s8_13_19,s07_11_17,s3_0_1,s3_143_153,s3_0_0,s6_134_147,s5_26_32,s10_5_up,s05_54_88,s9_4_up,s6_7_up,s3_60_88,s5_134_266,s3_189_311,DA
s1_below_2,s01_below_4,s4_1_1,s1_below_136,s5_1_1,s1_below_84,s6_32_43,s04_2_2,s07_137_151,s4_2_2,s1_below_1,s6_199_205,s6_266_399,s7_772_810,DA
s4_2_3,s06_8_11,s4_1_1,s1_below_136,s8_1_1,s6_134_147,s7_43_64,s06_2_3,s08_151_165,s4_2_2,s5_5_7,s5_139_199,s6_266_399,s6_764_772,NE
s6_5_9,s07_11_17,s3_0_1,s3_143_153,s4_0_1,s6_134_147,s4_21_26,s06_2_3,s02_12_26,s4_2_2,s6_7_up,s2_27_60,s2_35_78,s4_311_470,DA
s5_3_5,s06_8_11,s6_1_up,s2_136_143,s9_1_up,s7_147_155,s6_32_43,s05_2_2,s08_151_165,s4_2_2,s5_5_7,s5_139_199,s6_266_399,s6_764_772,NE
s6_5_9,s07_11_17,s2_0_0,s2_136_143,s1_below_0,s6_134_147,s8_64_up,s10_5_up,s01_below_12,s9_4_up,s6_7_up,s1_below_27,s1_below_35,s2_91_189,DA
s3_2_2,s03_4_5,s5_1_1,s4_153_160,s8_1_1,s3_88_93,s3_18_21,s02_2_2,s09_165_167,s2_2_2,s2_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s01_below_4,s4_1_1,s3_143_153,s8_1_1,s1_below_84,s6_32_43,s05_2_2,s03_26_37,s4_2_2,s1_below_1,s6_199_205,s3_78_102,s8_810_up,DA
s6_5_9,s07_11_17,s3_0_1,s6_174_up,s4_0_1,s8_155_176,s4_21_26,s07_3_3,s02_12_26,s7_3_4,s6_7_up,s3_60_88,s2_35_78,s3_189_311,DA
s6_5_9,s07_11_17,s2_0_0,s2_136_143,s1_below_0,s5_115_134,s3_18_21,s06_2_3,s05_54_88,s6_3_3,s6_7_up,s2_27_60,s5_134_266,s1_below_91,DA
s3_2_2,s04_5_5,s4_1_1,s2_136_143,s7_1_1,s3_88_93,s2_10_18,s02_2_2,s09_165_167,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s5_3_5,s06_8_11,s4_1_1,s2_136_143,s5_1_1,s7_147_155,s6_32_43,s03_2_2,s10_167_up,s3_2_2,s5_5_7,s6_199_205,s6_266_399,s7_772_810,NE
s2_2_2,s04_5_5,s5_1_1,s2_136_143,s8_1_1,s3_88_93,s3_18_21,s01_below_2,s08_151_165,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s01_below_4,s4_1_1,s3_143_153,s6_1_1,s1_below_84,s5_26_32,s04_2_2,s07_137_151,s4_2_2,s1_below_1,s5_139_199,s6_266_399,s7_772_810,NE
s1_below_2,s01_below_4,s2_0_0,s5_160_174,s2_0_0,s8_155_176,s7_43_64,s07_3_3,s03_26_37,s6_3_3,s4_1_5,s2_27_60,s2_35_78,s1_below_91,DA
s3_2_2,s03_4_5,s6_1_up,s5_160_174,s9_1_up,s3_88_93,s2_10_18,s03_2_2,s09_165_167,s3_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,DA
s1_below_2,s05_5_8,s1_below_0,s6_174_up,s1_below_0,s9_176_up,s1_below_10,s01_below_2,s01_below_12,s1_below_2,s6_7_up,s1_below_27,s1_below_35,s1_below_91,DA
s8_13_19,s10_32_up,s6_1_up,s1_below_136,s6_1_1,s5_115_134,s5_26_32,s06_2_3,s04_37_54,s5_2_3,s6_7_up,s5_139_199,s4_102_134,s5_470_764,DA
s2_2_2,s02_4_4,s4_1_1,s1_below_136,s6_1_1,s4_93_115,s6_32_43,s08_3_4,s01_below_12,s6_3_3,s4_1_5,s5_139_199,s1_below_35,s8_810_up,DA
s2_2_2,s04_5_5,s4_1_1,s3_143_153,s9_1_up,s3_88_93,s2_10_18,s02_2_2,s08_151_165,s3_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s02_4_4,s5_1_1,s1_below_136,s8_1_1,s1_below_84,s6_32_43,s05_2_2,s06_88_137,s4_2_2,s2_1_1,s5_139_199,s6_266_399,s7_772_810,DA
s5_3_5,s05_5_8,s4_1_1,s4_153_160,s8_1_1,s2_84_88,s2_10_18,s05_2_2,s05_54_88,s4_2_2,s1_below_1,s7_205_up,s5_134_266,s8_810_up,DA
s1_below_2,s03_4_5,s5_1_1,s3_143_153,s9_1_up,s2_84_88,s4_21_26,s05_2_2,s06_88_137,s4_2_2,s3_1_1,s5_139_199,s6_266_399,s6_764_772,NE
s2_2_2,s03_4_5,s3_0_1,s2_136_143,s8_1_1,s3_88_93,s1_below_10,s01_below_2,s08_151_165,s1_below_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s9_19_up,s08_17_22,s2_0_0,s2_136_143,s1_below_0,s8_155_176,s7_43_64,s10_5_up,s02_12_26,s9_4_up,s6_7_up,s4_88_139,s2_35_78,s4_311_470,DA
s9_19_up,s08_17_22,s3_0_1,s5_160_174,s2_0_0,s9_176_up,s7_43_64,s09_4_5,s01_below_12,s8_4_4,s6_7_up,s2_27_60,s1_below_35,s2_91_189,DA
s4_2_3,s04_5_5,s4_1_1,s2_136_143,s7_1_1,s3_88_93,s2_10_18,s02_2_2,s10_167_up,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s5_3_5,s06_8_11,s4_1_1,s2_136_143,s5_1_1,s8_155_176,s6_32_43,s03_2_2,s10_167_up,s3_2_2,s5_5_7,s6_199_205,s6_266_399,s7_772_810,NE
s6_5_9,s08_17_22,s2_0_0,s2_136_143,s4_0_1,s6_134_147,s1_below_10,s06_2_3,s03_26_37,s5_2_3,s6_7_up,s3_60_88,s3_78_102,s3_189_311,DA
s9_19_up,s10_32_up,s1_below_0,s1_below_136,s1_below_0,s1_below_84,s1_below_10,s07_3_3,s02_12_26,s7_3_4,s6_7_up,s5_139_199,s3_78_102,s5_470_764,NE
s1_below_2,s04_5_5,s4_1_1,s2_136_143,s8_1_1,s4_93_115,s2_10_18,s03_2_2,s06_88_137,s3_2_2,s3_1_1,s5_139_199,s6_266_399,s6_764_772,DA
s4_2_3,s05_5_8,s6_1_up,s2_136_143,s9_1_up,s4_93_115,s2_10_18,s03_2_2,s10_167_up,s3_2_2,s4_1_5,s6_199_205,s6_266_399,s7_772_810,NE
s6_5_9,s05_5_8,s3_0_1,s1_below_136,s4_0_1,s2_84_88,s4_21_26,s05_2_2,s03_26_37,s4_2_2,s2_1_1,s5_139_199,s3_78_102,s7_772_810,DA
s1_below_2,s05_5_8,s2_0_0,s6_174_up,s2_0_0,s9_176_up,s8_64_up,s06_2_3,s01_below_12,s5_2_3,s6_7_up,s1_below_27,s1_below_35,s1_below_91,DA
s7_9_13,s08_17_22,s4_1_1,s5_160_174,s7_1_1,s6_134_147,s5_26_32,s08_3_4,s05_54_88,s6_3_3,s6_7_up,s4_88_139,s5_134_266,s4_311_470,DA
s7_9_13,s07_11_17,s1_below_0,s6_174_up,s2_0_0,s9_176_up,s4_21_26,s09_4_5,s05_54_88,s7_3_4,s6_7_up,s3_60_88,s4_102_134,s3_189_311,DA
s2_2_2,s02_4_4,s2_0_0,s4_153_160,s1_below_0,s7_147_155,s8_64_up,s07_3_3,s01_below_12,s7_3_4,s4_1_5,s1_below_27,s1_below_35,s2_91_189,DA
s1_below_2,s02_4_4,s2_0_0,s4_153_160,s3_0_0,s7_147_155,s1_below_10,s07_3_3,s01_below_12,s6_3_3,s4_1_5,s1_below_27,s1_below_35,s2_91_189,DA
s3_2_2,s03_4_5,s4_1_1,s3_143_153,s8_1_1,s3_88_93,s2_10_18,s03_2_2,s09_165_167,s3_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s05_5_8,s3_0_1,s3_143_153,s2_0_0,s8_155_176,s8_64_up,s01_below_2,s03_26_37,s1_below_2,s5_5_7,s1_below_27,s2_35_78,s2_91_189,DA
s6_5_9,s07_11_17,s4_1_1,s3_143_153,s5_1_1,s6_134_147,s4_21_26,s06_2_3,s02_12_26,s4_2_2,s6_7_up,s2_27_60,s2_35_78,s4_311_470,DA
s1_below_2,s01_below_4,s1_below_0,s5_160_174,s2_0_0,s8_155_176,s1_below_10,s05_2_2,s03_26_37,s5_2_3,s4_1_5,s1_below_27,s2_35_78,s4_311_470,DA
s6_5_9,s06_8_11,s4_1_1,s1_below_136,s5_1_1,s4_93_115,s7_43_64,s10_5_up,s06_88_137,s9_4_up,s4_1_5,s4_88_139,s6_266_399,s3_189_311,DA
s9_19_up,s10_32_up,s1_below_0,s1_below_136,s3_0_0,s4_93_115,s1_below_10,s05_2_2,s05_54_88,s5_2_3,s6_7_up,s2_27_60,s4_102_134,s1_below_91,NE
s9_19_up,s10_32_up,s4_1_1,s4_153_160,s7_1_1,s5_115_134,s6_32_43,s08_3_4,s05_54_88,s7_3_4,s6_7_up,s5_139_199,s5_134_266,s3_189_311,DA
s2_2_2,s02_4_4,s4_1_1,s3_143_153,s9_1_up,s3_88_93,s1_below_10,s01_below_2,s08_151_165,s1_below_2,s2_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s3_2_2,s02_4_4,s4_1_1,s2_136_143,s7_1_1,s3_88_93,s1_below_10,s02_2_2,s09_165_167,s3_2_2,s2_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s01_below_4,s3_0_1,s1_below_136,s4_0_1,s1_below_84,s5_26_32,s04_2_2,s07_137_151,s4_2_2,s1_below_1,s5_139_199,s6_266_399,s7_772_810,NE
s3_2_2,s05_5_8,s6_1_up,s3_143_153,s9_1_up,s7_147_155,s6_32_43,s06_2_3,s08_151_165,s5_2_3,s5_5_7,s5_139_199,s6_266_399,s7_772_810,NE
s5_3_5,s05_5_8,s4_1_1,s3_143_153,s9_1_up,s8_155_176,s4_21_26,s03_2_2,s09_165_167,s3_2_2,s5_5_7,s6_199_205,s6_266_399,s7_772_810,NE
s6_5_9,s07_11_17,s4_1_1,s1_below_136,s6_1_1,s4_93_115,s6_32_43,s06_2_3,s03_26_37,s5_2_3,s4_1_5,s5_139_199,s3_78_102,s8_810_up,NE
s6_5_9,s06_8_11,s3_0_1,s2_136_143,s5_1_1,s8_155_176,s5_26_32,s01_below_2,s07_137_151,s1_below_2,s6_7_up,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s03_4_5,s6_1_up,s3_143_153,s9_1_up,s2_84_88,s5_26_32,s05_2_2,s06_88_137,s4_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s5_3_5,s08_17_22,s3_0_1,s4_153_160,s4_0_1,s8_155_176,s2_10_18,s09_4_5,s01_below_12,s8_4_4,s6_7_up,s2_27_60,s1_below_35,s2_91_189,DA
s8_13_19,s08_17_22,s2_0_0,s5_160_174,s1_below_0,s9_176_up,s6_32_43,s09_4_5,s01_below_12,s8_4_4,s6_7_up,s2_27_60,s1_below_35,s1_below_91,DA
s5_3_5,s06_8_11,s5_1_1,s2_136_143,s5_1_1,s7_147_155,s6_32_43,s03_2_2,s10_167_up,s3_2_2,s5_5_7,s6_199_205,s6_266_399,s7_772_810,NE
s2_2_2,s05_5_8,s1_below_0,s3_143_153,s2_0_0,s7_147_155,s1_below_10,s08_3_4,s02_12_26,s7_3_4,s5_5_7,s1_below_27,s1_below_35,s1_below_91,DA
s9_19_up,s09_22_32,s2_0_0,s5_160_174,s1_below_0,s8_155_176,s8_64_up,s10_5_up,s01_below_12,s9_4_up,s6_7_up,s1_below_27,s1_below_35,s1_below_91,DA
s7_9_13,s07_11_17,s4_1_1,s6_174_up,s6_1_1,s7_147_155,s4_21_26,s07_3_3,s02_12_26,s6_3_3,s6_7_up,s5_139_199,s3_78_102,s5_470_764,NE
s1_below_2,s01_below_4,s4_1_1,s2_136_143,s7_1_1,s2_84_88,s5_26_32,s04_2_2,s06_88_137,s4_2_2,s1_below_1,s5_139_199,s6_266_399,s7_772_810,DA
s2_2_2,s02_4_4,s4_1_1,s3_143_153,s9_1_up,s3_88_93,s2_10_18,s01_below_2,s08_151_165,s1_below_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s3_2_2,s03_4_5,s4_1_1,s2_136_143,s7_1_1,s3_88_93,s2_10_18,s01_below_2,s09_165_167,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s01_below_4,s4_1_1,s1_below_136,s5_1_1,s1_below_84,s6_32_43,s04_2_2,s07_137_151,s4_2_2,s1_below_1,s5_139_199,s6_266_399,s7_772_810,DA
s7_9_13,s08_17_22,s3_0_1,s5_160_174,s5_1_1,s6_134_147,s5_26_32,s07_3_3,s05_54_88,s6_3_3,s6_7_up,s4_88_139,s5_134_266,s4_311_470,DA
s8_13_19,s07_11_17,s3_0_1,s2_136_143,s3_0_0,s5_115_134,s4_21_26,s10_5_up,s05_54_88,s9_4_up,s5_5_7,s4_88_139,s5_134_266,s4_311_470,DA
s1_below_2,s07_11_17,s1_below_0,s1_below_136,s1_below_0,s5_115_134,s1_below_10,s10_5_up,s01_below_12,s9_4_up,s6_7_up,s1_below_27,s1_below_35,s1_below_91,DA
s1_below_2,s10_32_up,s1_below_0,s1_below_136,s1_below_0,s1_below_84,s1_below_10,s08_3_4,s01_below_12,s7_3_4,s6_7_up,s1_below_27,s1_below_35,s1_below_91,NE
s8_13_19,s09_22_32,s3_0_1,s6_174_up,s3_0_0,s9_176_up,s7_43_64,s09_4_5,s01_below_12,s8_4_4,s6_7_up,s3_60_88,s2_35_78,s1_below_91,DA
s2_2_2,s03_4_5,s4_1_1,s1_below_136,s7_1_1,s4_93_115,s1_below_10,s06_2_3,s07_137_151,s5_2_3,s4_1_5,s5_139_199,s7_399_up,s8_810_up,DA
s3_2_2,s02_4_4,s4_1_1,s3_143_153,s8_1_1,s2_84_88,s2_10_18,s01_below_2,s09_165_167,s2_2_2,s2_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s6_5_9,s06_8_11,s3_0_1,s6_174_up,s2_0_0,s7_147_155,s7_43_64,s05_2_2,s02_12_26,s4_2_2,s6_7_up,s4_88_139,s5_134_266,s4_311_470,DA
s4_2_3,s06_8_11,s6_1_up,s3_143_153,s8_1_1,s6_134_147,s7_43_64,s06_2_3,s08_151_165,s5_2_3,s5_5_7,s5_139_199,s6_266_399,s7_772_810,NE
s1_below_2,s01_below_4,s4_1_1,s1_below_136,s5_1_1,s1_below_84,s6_32_43,s04_2_2,s07_137_151,s4_2_2,s1_below_1,s5_139_199,s6_266_399,s7_772_810,DA
s2_2_2,s02_4_4,s1_below_0,s4_153_160,s1_below_0,s8_155_176,s8_64_up,s06_2_3,s06_88_137,s5_2_3,s4_1_5,s1_below_27,s6_266_399,s2_91_189,DA
s6_5_9,s07_11_17,s6_1_up,s1_below_136,s7_1_1,s4_93_115,s6_32_43,s07_3_3,s03_26_37,s6_3_3,s4_1_5,s4_88_139,s3_78_102,s7_772_810,NE
s9_19_up,s10_32_up,s2_0_0,s1_below_136,s2_0_0,s2_84_88,s1_below_10,s08_3_4,s01_below_12,s7_3_4,s6_7_up,s2_27_60,s1_below_35,s3_189_311,DA
s6_5_9,s07_11_17,s3_0_1,s5_160_174,s4_0_1,s8_155_176,s6_32_43,s07_3_3,s02_12_26,s7_3_4,s6_7_up,s2_27_60,s2_35_78,s2_91_189,DA
s9_19_up,s10_32_up,s4_1_1,s5_160_174,s7_1_1,s5_115_134,s3_18_21,s07_3_3,s04_37_54,s6_3_3,s6_7_up,s5_139_199,s4_102_134,s3_189_311,DA
s6_5_9,s08_17_22,s2_0_0,s6_174_up,s2_0_0,s9_176_up,s5_26_32,s09_4_5,s05_54_88,s8_4_4,s6_7_up,s2_27_60,s4_102_134,s1_below_91,DA
s1_below_2,s01_below_4,s4_1_1,s3_143_153,s9_1_up,s3_88_93,s4_21_26,s01_below_2,s06_88_137,s1_below_2,s1_below_1,s6_199_205,s6_266_399,s7_772_810,NE
s6_5_9,s07_11_17,s4_1_1,s1_below_136,s6_1_1,s4_93_115,s6_32_43,s06_2_3,s03_26_37,s6_3_3,s4_1_5,s5_139_199,s3_78_102,s8_810_up,DA
s7_9_13,s07_11_17,s1_below_0,s1_below_136,s3_0_0,s5_115_134,s1_below_10,s08_3_4,s01_below_12,s7_3_4,s6_7_up,s1_below_27,s1_below_35,s4_311_470,DA
s9_19_up,s10_32_up,s2_0_0,s2_136_143,s4_0_1,s4_93_115,s5_26_32,s06_2_3,s04_37_54,s5_2_3,s6_7_up,s5_139_199,s4_102_134,s5_470_764,DA
s1_below_2,s01_below_4,s1_below_0,s5_160_174,s1_below_0,s8_155_176,s1_below_10,s01_below_2,s01_below_12,s1_below_2,s4_1_5,s1_below_27,s1_below_35,s1_below_91,DA
s4_2_3,s05_5_8,s6_1_up,s2_136_143,s8_1_1,s6_134_147,s7_43_64,s06_2_3,s07_137_151,s5_2_3,s4_1_5,s5_139_199,s6_266_399,s7_772_810,DA
s6_5_9,s07_11_17,s2_0_0,s4_153_160,s2_0_0,s8_155_176,s1_below_10,s08_3_4,s03_26_37,s8_4_4,s6_7_up,s1_below_27,s2_35_78,s2_91_189,DA
s2_2_2,s02_4_4,s3_0_1,s2_136_143,s8_1_1,s4_93_115,s2_10_18,s01_below_2,s08_151_165,s1_below_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s01_below_4,s4_1_1,s1_below_136,s5_1_1,s1_below_84,s6_32_43,s04_2_2,s07_137_151,s4_2_2,s1_below_1,s6_199_205,s6_266_399,s7_772_810,DA
s7_9_13,s06_8_11,s1_below_0,s1_below_136,s2_0_0,s4_93_115,s3_18_21,s08_3_4,s02_12_26,s7_3_4,s4_1_5,s4_88_139,s1_below_35,s5_470_764,DA
s2_2_2,s03_4_5,s4_1_1,s2_136_143,s8_1_1,s3_88_93,s3_18_21,s01_below_2,s08_151_165,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s2_2_2,s04_5_5,s5_1_1,s2_136_143,s8_1_1,s3_88_93,s3_18_21,s02_2_2,s08_151_165,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s01_below_4,s3_0_1,s1_below_136,s6_1_1,s4_93_115,s6_32_43,s01_below_2,s06_88_137,s1_below_2,s2_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s3_2_2,s04_5_5,s4_1_1,s2_136_143,s7_1_1,s3_88_93,s3_18_21,s02_2_2,s08_151_165,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s7_9_13,s08_17_22,s3_0_1,s1_below_136,s3_0_0,s6_134_147,s5_26_32,s10_5_up,s05_54_88,s9_4_up,s6_7_up,s3_60_88,s5_134_266,s3_189_311,DA
s9_19_up,s10_32_up,s4_1_1,s3_143_153,s5_1_1,s6_134_147,s7_43_64,s08_3_4,s05_54_88,s7_3_4,s6_7_up,s4_88_139,s5_134_266,s4_311_470,DA
s5_3_5,s06_8_11,s4_1_1,s2_136_143,s5_1_1,s8_155_176,s6_32_43,s03_2_2,s10_167_up,s3_2_2,s5_5_7,s6_199_205,s6_266_399,s7_772_810,NE
s2_2_2,s03_4_5,s4_1_1,s2_136_143,s8_1_1,s3_88_93,s3_18_21,s01_below_2,s08_151_165,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s01_below_4,s4_1_1,s3_143_153,s9_1_up,s2_84_88,s3_18_21,s04_2_2,s06_88_137,s4_2_2,s1_below_1,s5_139_199,s6_266_399,s7_772_810,DA
s5_3_5,s06_8_11,s5_1_1,s4_153_160,s8_1_1,s7_147_155,s5_26_32,s03_2_2,s10_167_up,s3_2_2,s5_5_7,s6_199_205,s6_266_399,s7_772_810,NE
s8_13_19,s08_17_22,s3_0_1,s5_160_174,s3_0_0,s9_176_up,s7_43_64,s09_4_5,s01_below_12,s8_4_4,s6_7_up,s2_27_60,s2_35_78,s1_below_91,DA
s3_2_2,s04_5_5,s4_1_1,s2_136_143,s7_1_1,s3_88_93,s2_10_18,s01_below_2,s09_165_167,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s4_2_3,s05_5_8,s3_0_1,s3_143_153,s1_below_0,s8_155_176,s8_64_up,s01_below_2,s02_12_26,s1_below_2,s5_5_7,s1_below_27,s2_35_78,s2_91_189,DA
s3_2_2,s02_4_4,s4_1_1,s1_below_136,s7_1_1,s3_88_93,s1_below_10,s02_2_2,s09_165_167,s3_2_2,s2_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s8_13_19,s09_22_32,s1_below_0,s6_174_up,s3_0_0,s9_176_up,s7_43_64,s09_4_5,s01_below_12,s8_4_4,s6_7_up,s2_27_60,s1_below_35,s1_below_91,DA
s7_9_13,s08_17_22,s3_0_1,s5_160_174,s4_0_1,s8_155_176,s7_43_64,s09_4_5,s02_12_26,s8_4_4,s6_7_up,s3_60_88,s2_35_78,s4_311_470,DA
s7_9_13,s08_17_22,s3_0_1,s5_160_174,s6_1_1,s7_147_155,s3_18_21,s07_3_3,s02_12_26,s6_3_3,s6_7_up,s4_88_139,s2_35_78,s4_311_470,DA
s3_2_2,s04_5_5,s4_1_1,s2_136_143,s7_1_1,s3_88_93,s2_10_18,s02_2_2,s09_165_167,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s1_below_2,s08_17_22,s1_below_0,s6_174_up,s1_below_0,s8_155_176,s1_below_10,s08_3_4,s01_below_12,s7_3_4,s6_7_up,s1_below_27,s1_below_35,s1_below_91,DA
s1_below_2,s03_4_5,s4_1_1,s1_below_136,s8_1_1,s2_84_88,s4_21_26,s05_2_2,s06_88_137,s4_2_2,s3_1_1,s5_139_199,s6_266_399,s6_764_772,NE
s7_9_13,s07_11_17,s4_1_1,s6_174_up,s6_1_1,s7_147_155,s4_21_26,s07_3_3,s02_12_26,s6_3_3,s6_7_up,s5_139_199,s3_78_102,s5_470_764,NE
s8_13_19,s10_32_up,s3_0_1,s6_174_up,s3_0_0,s9_176_up,s8_64_up,s10_5_up,s04_37_54,s9_4_up,s6_7_up,s1_below_27,s3_78_102,s2_91_189,DA
s8_13_19,s08_17_22,s1_below_0,s5_160_174,s2_0_0,s8_155_176,s2_10_18,s10_5_up,s06_88_137,s9_4_up,s6_7_up,s1_below_27,s6_266_399,s3_189_311,DA
s7_9_13,s08_17_22,s3_0_1,s4_153_160,s3_0_0,s6_134_147,s8_64_up,s10_5_up,s05_54_88,s9_4_up,s6_7_up,s2_27_60,s5_134_266,s1_below_91,DA
s7_9_13,s09_22_32,s3_0_1,s4_153_160,s2_0_0,s9_176_up,s8_64_up,s08_3_4,s05_54_88,s8_4_4,s6_7_up,s4_88_139,s4_102_134,s3_189_311,DA
s4_2_3,s04_5_5,s4_1_1,s2_136_143,s7_1_1,s3_88_93,s2_10_18,s02_2_2,s10_167_up,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s9_19_up,s10_32_up,s3_0_1,s4_153_160,s1_below_0,s1_below_84,s2_10_18,s07_3_3,s02_12_26,s7_3_4,s6_7_up,s7_205_up,s4_102_134,s5_470_764,DA
s2_2_2,s05_5_8,s5_1_1,s3_143_153,s8_1_1,s3_88_93,s2_10_18,s03_2_2,s08_151_165,s3_2_2,s3_1_1,s5_139_199,s6_266_399,s6_764_772,NE
s4_2_3,s03_4_5,s5_1_1,s1_below_136,s7_1_1,s3_88_93,s3_18_21,s02_2_2,s09_165_167,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,NE
s9_19_up,s09_22_32,s3_0_1,s6_174_up,s2_0_0,s9_176_up,s8_64_up,s10_5_up,s04_37_54,s9_4_up,s6_7_up,s2_27_60,s3_78_102,s2_91_189,DA
s1_below_2,s01_below_4,s4_1_1,s1_below_136,s5_1_1,s1_below_84,s6_32_43,s04_2_2,s07_137_151,s4_2_2,s1_below_1,s5_139_199,s6_266_399,s7_772_810,DA
s9_19_up,s10_32_up,s2_0_0,s2_136_143,s2_0_0,s5_115_134,s7_43_64,s10_5_up,s02_12_26,s9_4_up,s6_7_up,s5_139_199,s4_102_134,s5_470_764,DA
s3_2_2,s04_5_5,s4_1_1,s2_136_143,s7_1_1,s3_88_93,s3_18_21,s02_2_2,s08_151_165,s2_2_2,s3_1_1,s6_199_205,s6_266_399,s7_772_810,DA
s9_19_up,s10_32_up,s3_0_1,s1_below_136,s3_0_0,s4_93_115,s4_21_26,s07_3_3,s05_54_88,s6_3_3,s6_7_up,s5_139_199,s4_102_134,s5_470_764,DA
