wtd_range_FusionHeat,wtd_mean_FusionHeat,entropy_ElectronAffinity,gmean_atomic_radius,wtd_entropy_atomic_radius,wtd_gmean_atomic_radius,wtd_range_atomic_mass,wtd_mean_Valence,wtd_std_ThermalConductivity,wtd_gmean_Valence,wtd_gmean_FusionHeat,range_atomic_radius,range_ThermalConductivity,range_fie,critical_temp,critical_temp_s1_below_30,critical_temp_s2_30_up,critical_temp_predicted
s3_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s04_89_93,s2_10_21,s02_2_2,s9_167_up,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.117647,0.882353,s2_30_up
s4_2_3,s05_5_8,s7_1_1,s6_152_159,s7_1_up,s09_154_176,s5_32_43,s03_2_2,s8_165_167,s3_2_2,s4_1_5,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.166667,0.833333,s2_30_up
s3_2_2,s03_4_5,s8_1_1,s6_152_159,s6_1_1,s02_84_88,s2_10_21,s03_2_2,s8_165_167,s3_2_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.25,0.75,s2_30_up
s1_below_2,s02_4_4,s6_1_1,s1_below_132,s5_1_1,s01_below_84,s5_32_43,s05_2_2,s6_100_153,s4_2_2,s2_1_1,s3_139_199,s6_374_399,s5_470_764,s1_below_30,0.0909091,0.909091,s2_30_up
s6_5_9,s10_32_up,s3_0_0,s7_159_174,s3_0_1,s09_154_176,s6_43_64,s10_5_up,s4_38_59,s9_4_up,s8_27_up,s2_28_139,s3_78_108,s2_96_204,s1_below_30,0.75,0.25,s1_below_30
s7_9_13,s08_17_22,s5_1_1,s7_159_174,s6_1_1,s08_148_154,s2_10_21,s08_3_4,s3_27_38,s7_3_4,s7_14_27,s2_28_139,s3_78_108,s4_314_470,s1_below_30,0.9,0.1,s1_below_30
s5_3_5,s06_8_11,s6_1_1,s4_139_143,s4_1_1,s08_148_154,s5_32_43,s03_2_2,s9_167_up,s3_2_2,s5_5_7,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.02,0.98,s2_30_up
s1_below_2,s01_below_4,s8_1_1,s3_136_139,s4_1_1,s01_below_84,s5_32_43,s04_2_2,s6_100_153,s4_2_2,s1_below_1,s3_139_199,s6_374_399,s6_764_772,s1_below_30,0.625,0.375,s1_below_30
s1_below_2,s01_below_4,s3_0_0,s2_132_136,s5_1_1,s05_93_115,s5_32_43,s01_below_2,s6_100_153,s1_below_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0227273,0.977273,s2_30_up
s2_2_2,s05_5_8,s2_0_0,s5_143_152,s1_below_0,s09_154_176,s7_64_up,s06_2_3,s5_59_100,s5_2_3,s5_5_7,s2_28_139,s5_138_374,s1_below_96,s1_below_30,0.833333,0.166667,s1_below_30
s3_2_2,s05_5_8,s3_0_0,s7_159_174,s3_0_1,s09_154_176,s6_43_64,s07_3_3,s3_27_38,s6_3_3,s4_1_5,s2_28_139,s5_138_374,s4_314_470,s1_below_30,0.833333,0.166667,s1_below_30
s4_2_3,s05_5_8,s5_1_1,s1_below_132,s3_0_1,s06_115_134,s6_43_64,s05_2_2,s9_167_up,s4_2_2,s4_1_5,s3_139_199,s6_374_399,s6_764_772,s2_30_up,0.4,0.6,s2_30_up
s5_3_5,s07_11_17,s4_0_1,s7_159_174,s3_0_1,s09_154_176,s2_10_21,s09_4_5,s5_59_100,s8_4_4,s6_7_14,s2_28_139,s4_108_138,s3_204_314,s1_below_30,0.75,0.25,s1_below_30
s6_5_9,s07_11_17,s8_1_1,s1_below_132,s6_1_1,s05_93_115,s4_26_32,s07_3_3,s3_27_38,s6_3_3,s4_1_5,s3_139_199,s3_78_108,s8_810_up,s1_below_30,0.75,0.25,s1_below_30
s5_3_5,s06_8_11,s8_1_1,s2_132_136,s6_1_1,s08_148_154,s5_32_43,s05_2_2,s8_165_167,s4_2_2,s5_5_7,s3_139_199,s6_374_399,s5_470_764,s2_30_up,0.0714286,0.928571,s2_30_up
s3_2_2,s03_4_5,s8_1_1,s6_152_159,s6_1_1,s04_89_93,s2_10_21,s03_2_2,s8_165_167,s3_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.190476,0.809524,s2_30_up
s8_13_19,s08_17_22,s3_0_0,s1_below_132,s3_0_1,s06_115_134,s3_21_26,s10_5_up,s5_59_100,s9_4_up,s6_7_14,s2_28_139,s5_138_374,s4_314_470,s1_below_30,0.875,0.125,s1_below_30
s9_19_up,s10_32_up,s3_0_0,s6_152_159,s3_0_1,s07_134_148,s4_26_32,s08_3_4,s4_38_59,s7_3_4,s8_27_up,s2_28_139,s4_108_138,s3_204_314,s1_below_30,0.833333,0.166667,s1_below_30
s1_below_2,s06_8_11,s1_below_0,s7_159_174,s2_0_0,s09_154_176,s7_64_up,s07_3_3,s5_59_100,s6_3_3,s6_7_14,s2_28_139,s5_138_374,s2_96_204,s1_below_30,0.75,0.25,s1_below_30
s3_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s04_89_93,s2_10_21,s02_2_2,s9_167_up,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.117647,0.882353,s2_30_up
s8_13_19,s09_22_32,s4_0_1,s4_139_143,s1_below_0,s10_176_up,s7_64_up,s09_4_5,s5_59_100,s8_4_4,s7_14_27,s2_28_139,s5_138_374,s2_96_204,s1_below_30,0.944444,0.0555556,s1_below_30
s2_2_2,s02_4_4,s7_1_1,s5_143_152,s7_1_up,s03_88_89,s3_21_26,s04_2_2,s6_100_153,s4_2_2,s3_1_1,s3_139_199,s6_374_399,s5_470_764,s2_30_up,0.0909091,0.909091,s2_30_up
s1_below_2,s02_4_4,s8_1_1,s5_143_152,s7_1_up,s04_89_93,s2_10_21,s03_2_2,s6_100_153,s3_2_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.03125,0.96875,s2_30_up
s9_19_up,s10_32_up,s3_0_0,s1_below_132,s3_0_1,s05_93_115,s3_21_26,s08_3_4,s5_59_100,s7_3_4,s7_14_27,s3_139_199,s5_138_374,s5_470_764,s1_below_30,0.833333,0.166667,s1_below_30
s1_below_2,s05_5_8,s7_1_1,s7_159_174,s3_0_1,s09_154_176,s7_64_up,s07_3_3,s3_27_38,s6_3_3,s4_1_5,s2_28_139,s5_138_374,s3_204_314,s1_below_30,0.833333,0.166667,s1_below_30
s5_3_5,s06_8_11,s6_1_1,s4_139_143,s4_1_1,s09_154_176,s5_32_43,s03_2_2,s9_167_up,s3_2_2,s5_5_7,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.02,0.98,s2_30_up
s2_2_2,s02_4_4,s7_1_1,s4_139_143,s6_1_1,s04_89_93,s2_10_21,s02_2_2,s7_153_165,s3_2_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.25,0.75,s2_30_up
s6_5_9,s07_11_17,s7_1_1,s1_below_132,s6_1_1,s05_93_115,s4_26_32,s07_3_3,s3_27_38,s6_3_3,s4_1_5,s3_139_199,s3_78_108,s6_764_772,s1_below_30,0.916667,0.0833333,s1_below_30
s5_3_5,s05_5_8,s3_0_0,s6_152_159,s3_0_1,s07_134_148,s3_21_26,s07_3_3,s4_38_59,s6_3_3,s5_5_7,s3_139_199,s3_78_108,s5_470_764,s1_below_30,0.75,0.25,s1_below_30
s4_2_3,s05_5_8,s6_1_1,s4_139_143,s6_1_1,s04_89_93,s2_10_21,s01_below_2,s8_165_167,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0147059,0.985294,s2_30_up
s7_9_13,s08_17_22,s4_0_1,s8_174_up,s3_0_1,s08_148_154,s7_64_up,s10_5_up,s2_12_27,s9_4_up,s7_14_27,s2_28_139,s2_37_78,s3_204_314,s1_below_30,0.9,0.1,s1_below_30
s8_13_19,s09_22_32,s6_1_1,s7_159_174,s4_1_1,s09_154_176,s4_26_32,s08_3_4,s2_12_27,s7_3_4,s7_14_27,s2_28_139,s2_37_78,s3_204_314,s1_below_30,0.875,0.125,s1_below_30
s5_3_5,s05_5_8,s6_1_1,s5_143_152,s6_1_1,s08_148_154,s5_32_43,s01_below_2,s7_153_165,s1_below_2,s5_5_7,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.166667,0.833333,s2_30_up
s4_2_3,s06_8_11,s8_1_1,s5_143_152,s7_1_up,s09_154_176,s6_43_64,s06_2_3,s8_165_167,s5_2_3,s6_7_14,s3_139_199,s6_374_399,s5_470_764,s1_below_30,0.833333,0.166667,s1_below_30
s8_13_19,s08_17_22,s2_0_0,s5_143_152,s3_0_1,s07_134_148,s4_26_32,s10_5_up,s5_59_100,s9_4_up,s6_7_14,s2_28_139,s4_108_138,s3_204_314,s1_below_30,0.928571,0.0714286,s1_below_30
s1_below_2,s01_below_4,s6_1_1,s5_143_152,s7_1_up,s04_89_93,s2_10_21,s03_2_2,s6_100_153,s3_2_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.03125,0.96875,s2_30_up
s8_13_19,s08_17_22,s4_0_1,s3_136_139,s2_0_0,s09_154_176,s5_32_43,s09_4_5,s4_38_59,s8_4_4,s7_14_27,s2_28_139,s5_138_374,s3_204_314,s1_below_30,0.75,0.25,s1_below_30
s3_2_2,s05_5_8,s8_1_1,s3_136_139,s7_1_up,s08_148_154,s5_32_43,s05_2_2,s7_153_165,s4_2_2,s5_5_7,s3_139_199,s6_374_399,s5_470_764,s2_30_up,0.0714286,0.928571,s2_30_up
s9_19_up,s10_32_up,s1_below_0,s5_143_152,s3_0_1,s06_115_134,s1_below_10,s07_3_3,s2_12_27,s6_3_3,s7_14_27,s2_28_139,s2_37_78,s2_96_204,s1_below_30,0.875,0.125,s1_below_30
s1_below_2,s01_below_4,s6_1_1,s5_143_152,s7_1_up,s04_89_93,s3_21_26,s01_below_2,s6_100_153,s1_below_2,s1_below_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.125,0.875,s2_30_up
s3_2_2,s03_4_5,s6_1_1,s4_139_143,s6_1_1,s04_89_93,s2_10_21,s01_below_2,s8_165_167,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0147059,0.985294,s2_30_up
s5_3_5,s04_5_5,s7_1_1,s1_below_132,s3_0_1,s05_93_115,s7_64_up,s09_4_5,s1_below_12,s8_4_4,s4_1_5,s2_28_139,s1_below_37,s8_810_up,s1_below_30,0.75,0.25,s1_below_30
s9_19_up,s10_32_up,s1_below_0,s1_below_132,s3_0_1,s05_93_115,s1_below_10,s05_2_2,s5_59_100,s5_2_3,s8_27_up,s2_28_139,s4_108_138,s4_314_470,s2_30_up,0.1,0.9,s2_30_up
s1_below_2,s02_4_4,s9_1_up,s5_143_152,s7_1_up,s02_84_88,s2_10_21,s04_2_2,s6_100_153,s4_2_2,s2_1_1,s3_139_199,s6_374_399,s6_764_772,s2_30_up,0.333333,0.666667,s2_30_up
s3_2_2,s03_4_5,s6_1_1,s4_139_143,s6_1_1,s04_89_93,s2_10_21,s02_2_2,s9_167_up,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.117647,0.882353,s2_30_up
s7_9_13,s09_22_32,s2_0_0,s5_143_152,s1_below_0,s09_154_176,s7_64_up,s09_4_5,s4_38_59,s8_4_4,s8_27_up,s2_28_139,s3_78_108,s2_96_204,s1_below_30,0.875,0.125,s1_below_30
s4_2_3,s06_8_11,s5_1_1,s1_below_132,s6_1_1,s05_93_115,s2_10_21,s05_2_2,s3_27_38,s4_2_2,s4_1_5,s3_139_199,s5_138_374,s5_470_764,s1_below_30,0.75,0.25,s1_below_30
s3_2_2,s03_4_5,s8_1_1,s6_152_159,s6_1_1,s03_88_89,s2_10_21,s02_2_2,s7_153_165,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.114286,0.885714,s2_30_up
s3_2_2,s03_4_5,s9_1_up,s6_152_159,s7_1_up,s02_84_88,s2_10_21,s01_below_2,s8_165_167,s2_2_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.05,0.95,s2_30_up
s2_2_2,s02_4_4,s7_1_1,s1_below_132,s6_1_1,s05_93_115,s1_below_10,s06_2_3,s6_100_153,s5_2_3,s4_1_5,s3_139_199,s7_399_up,s8_810_up,s1_below_30,0.916667,0.0833333,s1_below_30
s4_2_3,s05_5_8,s7_1_1,s1_below_132,s3_0_1,s06_115_134,s6_43_64,s05_2_2,s9_167_up,s4_2_2,s4_1_5,s3_139_199,s6_374_399,s6_764_772,s1_below_30,0.4,0.6,s2_30_up
s7_9_13,s09_22_32,s4_0_1,s7_159_174,s3_0_1,s09_154_176,s6_43_64,s09_4_5,s2_12_27,s8_4_4,s7_14_27,s2_28_139,s2_37_78,s4_314_470,s1_below_30,0.928571,0.0714286,s1_below_30
s1_below_2,s08_17_22,s1_below_0,s8_174_up,s1_below_0,s10_176_up,s1_below_10,s08_3_4,s1_below_12,s7_3_4,s7_14_27,s1_below_28,s1_below_37,s1_below_96,s1_below_30,0.9,0.1,s1_below_30
s5_3_5,s02_4_4,s2_0_0,s6_152_159,s1_below_0,s08_148_154,s7_64_up,s08_3_4,s1_below_12,s7_3_4,s4_1_5,s1_below_28,s1_below_37,s2_96_204,s1_below_30,0.833333,0.166667,s1_below_30
s3_2_2,s03_4_5,s6_1_1,s5_143_152,s6_1_1,s04_89_93,s2_10_21,s02_2_2,s8_165_167,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0277778,0.972222,s2_30_up
s5_3_5,s06_8_11,s7_1_1,s1_below_132,s6_1_1,s08_148_154,s5_32_43,s04_2_2,s9_167_up,s4_2_2,s5_5_7,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.285714,0.714286,s2_30_up
s4_2_3,s03_4_5,s6_1_1,s4_139_143,s6_1_1,s04_89_93,s3_21_26,s02_2_2,s8_165_167,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0277778,0.972222,s2_30_up
s3_2_2,s02_4_4,s7_1_1,s5_143_152,s6_1_1,s02_84_88,s2_10_21,s01_below_2,s8_165_167,s2_2_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.05,0.95,s2_30_up
s2_2_2,s02_4_4,s8_1_1,s5_143_152,s7_1_up,s05_93_115,s2_10_21,s03_2_2,s6_100_153,s3_2_2,s2_1_1,s3_139_199,s6_374_399,s7_772_810,s2_30_up,0.666667,0.333333,s1_below_30
s8_13_19,s08_17_22,s4_0_1,s7_159_174,s5_1_1,s07_134_148,s5_32_43,s07_3_3,s5_59_100,s6_3_3,s7_14_27,s2_28_139,s5_138_374,s4_314_470,s2_30_up,0.333333,0.666667,s2_30_up
s3_2_2,s02_4_4,s8_1_1,s6_152_159,s6_1_1,s03_88_89,s2_10_21,s02_2_2,s8_165_167,s2_2_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0833333,0.916667,s2_30_up
s5_3_5,s06_8_11,s6_1_1,s5_143_152,s4_1_1,s09_154_176,s5_32_43,s04_2_2,s9_167_up,s4_2_2,s5_5_7,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.285714,0.714286,s2_30_up
s1_below_2,s02_4_4,s4_0_1,s2_132_136,s6_1_1,s02_84_88,s2_10_21,s01_below_2,s6_100_153,s2_2_2,s2_1_1,s3_139_199,s6_374_399,s5_470_764,s2_30_up,0.25,0.75,s2_30_up
s4_2_3,s05_5_8,s7_1_1,s5_143_152,s6_1_1,s04_89_93,s2_10_21,s01_below_2,s9_167_up,s1_below_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0512821,0.948718,s2_30_up
s8_13_19,s08_17_22,s4_0_1,s7_159_174,s3_0_1,s07_134_148,s7_64_up,s10_5_up,s2_12_27,s9_4_up,s7_14_27,s2_28_139,s2_37_78,s3_204_314,s1_below_30,0.9,0.1,s1_below_30
s4_2_3,s05_5_8,s5_1_1,s1_below_132,s3_0_1,s06_115_134,s6_43_64,s05_2_2,s9_167_up,s4_2_2,s4_1_5,s3_139_199,s6_374_399,s6_764_772,s2_30_up,0.4,0.6,s2_30_up
s3_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s04_89_93,s2_10_21,s02_2_2,s8_165_167,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0277778,0.972222,s2_30_up
s5_3_5,s05_5_8,s7_1_1,s7_159_174,s4_1_1,s08_148_154,s6_43_64,s07_3_3,s2_12_27,s7_3_4,s6_7_14,s2_28_139,s3_78_108,s3_204_314,s1_below_30,0.75,0.25,s1_below_30
s7_9_13,s08_17_22,s4_0_1,s5_143_152,s4_1_1,s07_134_148,s4_26_32,s07_3_3,s4_38_59,s6_3_3,s7_14_27,s2_28_139,s5_138_374,s4_314_470,s1_below_30,0.916667,0.0833333,s1_below_30
s9_19_up,s09_22_32,s7_1_1,s6_152_159,s4_1_1,s06_115_134,s3_21_26,s07_3_3,s3_27_38,s6_3_3,s7_14_27,s2_28_139,s3_78_108,s3_204_314,s1_below_30,0.75,0.25,s1_below_30
s8_13_19,s09_22_32,s3_0_0,s3_136_139,s2_0_0,s09_154_176,s5_32_43,s09_4_5,s4_38_59,s8_4_4,s7_14_27,s2_28_139,s4_108_138,s3_204_314,s1_below_30,0.954545,0.0454545,s1_below_30
s8_13_19,s09_22_32,s4_0_1,s6_152_159,s3_0_1,s08_148_154,s7_64_up,s09_4_5,s4_38_59,s8_4_4,s7_14_27,s2_28_139,s4_108_138,s4_314_470,s1_below_30,0.75,0.25,s1_below_30
s1_below_2,s01_below_4,s6_1_1,s1_below_132,s4_1_1,s01_below_84,s5_32_43,s03_2_2,s6_100_153,s1_below_2,s1_below_1,s3_139_199,s6_374_399,s8_810_up,s1_below_30,0.75,0.25,s1_below_30
s1_below_2,s02_4_4,s7_1_1,s2_132_136,s7_1_up,s02_84_88,s4_26_32,s05_2_2,s6_100_153,s4_2_2,s3_1_1,s3_139_199,s6_374_399,s5_470_764,s2_30_up,0.0263158,0.973684,s2_30_up
s1_below_2,s04_5_5,s3_0_0,s8_174_up,s2_0_0,s09_154_176,s6_43_64,s06_2_3,s3_27_38,s5_2_3,s4_1_5,s2_28_139,s2_37_78,s1_below_96,s1_below_30,0.928571,0.0714286,s1_below_30
s6_5_9,s07_11_17,s6_1_1,s1_below_132,s5_1_1,s06_115_134,s4_26_32,s07_3_3,s3_27_38,s6_3_3,s4_1_5,s3_139_199,s3_78_108,s7_772_810,s2_30_up,0.875,0.125,s1_below_30
s2_2_2,s04_5_5,s7_1_1,s4_139_143,s6_1_1,s03_88_89,s2_10_21,s03_2_2,s7_153_165,s3_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s1_below_30,0.3125,0.6875,s2_30_up
s1_below_2,s01_below_4,s1_below_0,s1_below_132,s1_below_0,s02_84_88,s1_below_10,s10_5_up,s1_below_12,s9_4_up,s4_1_5,s1_below_28,s1_below_37,s1_below_96,s1_below_30,0.75,0.25,s1_below_30
s3_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_88_89,s2_10_21,s02_2_2,s8_165_167,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0277778,0.972222,s2_30_up
s1_below_2,s01_below_4,s9_1_up,s5_143_152,s6_1_1,s02_84_88,s4_26_32,s04_2_2,s6_100_153,s4_2_2,s1_below_1,s3_139_199,s6_374_399,s7_772_810,s1_below_30,0.692308,0.307692,s1_below_30
s5_3_5,s05_5_8,s3_0_0,s1_below_132,s3_0_1,s01_below_84,s2_10_21,s05_2_2,s3_27_38,s4_2_2,s2_1_1,s2_28_139,s3_78_108,s7_772_810,s1_below_30,0.9,0.1,s1_below_30
s4_2_3,s06_8_11,s9_1_up,s5_143_152,s6_1_1,s08_148_154,s4_26_32,s05_2_2,s7_153_165,s4_2_2,s5_5_7,s3_139_199,s6_374_399,s7_772_810,s2_30_up,0.1,0.9,s2_30_up
s1_below_2,s01_below_4,s3_0_0,s3_136_139,s5_1_1,s05_93_115,s4_26_32,s01_below_2,s6_100_153,s1_below_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0227273,0.977273,s2_30_up
s8_13_19,s07_11_17,s2_0_0,s4_139_143,s1_below_0,s09_154_176,s6_43_64,s08_3_4,s1_below_12,s7_3_4,s6_7_14,s2_28_139,s1_below_37,s4_314_470,s1_below_30,0.75,0.25,s1_below_30
s1_below_2,s02_4_4,s8_1_1,s2_132_136,s7_1_up,s02_84_88,s3_21_26,s04_2_2,s6_100_153,s4_2_2,s3_1_1,s3_139_199,s6_374_399,s5_470_764,s2_30_up,0.0909091,0.909091,s2_30_up
s1_below_2,s01_below_4,s5_1_1,s3_136_139,s5_1_1,s01_below_84,s5_32_43,s04_2_2,s6_100_153,s4_2_2,s1_below_1,s3_139_199,s6_374_399,s6_764_772,s2_30_up,0.625,0.375,s1_below_30
s3_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s04_89_93,s2_10_21,s02_2_2,s8_165_167,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0277778,0.972222,s2_30_up
s5_3_5,s06_8_11,s8_1_1,s5_143_152,s6_1_1,s08_148_154,s5_32_43,s03_2_2,s9_167_up,s3_2_2,s5_5_7,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.02,0.98,s2_30_up
s4_2_3,s03_4_5,s9_1_up,s7_159_174,s6_1_1,s04_89_93,s2_10_21,s02_2_2,s8_165_167,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0277778,0.972222,s2_30_up
s1_below_2,s02_4_4,s4_0_1,s5_143_152,s7_1_up,s05_93_115,s3_21_26,s01_below_2,s6_100_153,s1_below_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0833333,0.916667,s2_30_up
s7_9_13,s07_11_17,s6_1_1,s8_174_up,s5_1_1,s08_148_154,s4_26_32,s07_3_3,s2_12_27,s6_3_3,s7_14_27,s2_28_139,s3_78_108,s5_470_764,s2_30_up,0.375,0.625,s2_30_up
s1_below_2,s01_below_4,s8_1_1,s6_152_159,s6_1_1,s01_below_84,s5_32_43,s05_2_2,s2_12_27,s4_2_2,s1_below_1,s4_199_205,s3_78_108,s8_810_up,s1_below_30,0.4,0.6,s2_30_up
s3_2_2,s02_4_4,s6_1_1,s3_136_139,s6_1_1,s03_88_89,s2_10_21,s02_2_2,s8_165_167,s2_2_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0833333,0.916667,s2_30_up
s9_19_up,s09_22_32,s1_below_0,s8_174_up,s1_below_0,s10_176_up,s7_64_up,s10_5_up,s4_38_59,s9_4_up,s7_14_27,s1_below_28,s4_108_138,s4_314_470,s1_below_30,0.75,0.25,s1_below_30
s3_2_2,s02_4_4,s9_1_up,s6_152_159,s7_1_up,s02_84_88,s2_10_21,s01_below_2,s8_165_167,s2_2_2,s2_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.05,0.95,s2_30_up
s9_19_up,s09_22_32,s2_0_0,s8_174_up,s1_below_0,s10_176_up,s7_64_up,s10_5_up,s1_below_12,s9_4_up,s8_27_up,s1_below_28,s1_below_37,s2_96_204,s1_below_30,0.954545,0.0454545,s1_below_30
s8_13_19,s10_32_up,s8_1_1,s1_below_132,s6_1_1,s06_115_134,s6_43_64,s08_3_4,s4_38_59,s7_3_4,s8_27_up,s2_28_139,s4_108_138,s5_470_764,s1_below_30,0.75,0.25,s1_below_30
s7_9_13,s08_17_22,s4_0_1,s8_174_up,s3_0_1,s07_134_148,s7_64_up,s10_5_up,s4_38_59,s9_4_up,s7_14_27,s2_28_139,s3_78_108,s3_204_314,s1_below_30,0.75,0.25,s1_below_30
s3_2_2,s04_5_5,s6_1_1,s5_143_152,s6_1_1,s03_88_89,s2_10_21,s02_2_2,s8_165_167,s2_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.0277778,0.972222,s2_30_up
s5_3_5,s07_11_17,s2_0_0,s5_143_152,s2_0_0,s07_134_148,s7_64_up,s08_3_4,s3_27_38,s7_3_4,s6_7_14,s1_below_28,s3_78_108,s1_below_96,s1_below_30,0.75,0.25,s1_below_30
s1_below_2,s02_4_4,s9_1_up,s5_143_152,s6_1_1,s02_84_88,s2_10_21,s04_2_2,s6_100_153,s4_2_2,s1_below_1,s3_139_199,s6_374_399,s7_772_810,s1_below_30,0.692308,0.307692,s1_below_30
s5_3_5,s06_8_11,s9_1_up,s3_136_139,s7_1_up,s08_148_154,s5_32_43,s05_2_2,s7_153_165,s4_2_2,s5_5_7,s3_139_199,s6_374_399,s5_470_764,s2_30_up,0.0714286,0.928571,s2_30_up
s7_9_13,s08_17_22,s3_0_0,s6_152_159,s5_1_1,s07_134_148,s3_21_26,s08_3_4,s5_59_100,s6_3_3,s7_14_27,s2_28_139,s5_138_374,s4_314_470,s1_below_30,0.833333,0.166667,s1_below_30
s7_9_13,s09_22_32,s4_0_1,s5_143_152,s2_0_0,s09_154_176,s7_64_up,s10_5_up,s4_38_59,s9_4_up,s7_14_27,s2_28_139,s4_108_138,s2_96_204,s1_below_30,0.833333,0.166667,s1_below_30
s8_13_19,s09_22_32,s4_0_1,s8_174_up,s3_0_1,s10_176_up,s6_43_64,s10_5_up,s5_59_100,s9_4_up,s7_14_27,s1_below_28,s5_138_374,s3_204_314,s1_below_30,0.75,0.25,s1_below_30
s1_below_2,s03_4_5,s9_1_up,s5_143_152,s7_1_up,s01_below_84,s1_below_10,s05_2_2,s6_100_153,s4_2_2,s1_below_1,s3_139_199,s6_374_399,s7_772_810,s2_30_up,0.866667,0.133333,s1_below_30
s1_below_2,s03_4_5,s9_1_up,s3_136_139,s7_1_up,s02_84_88,s3_21_26,s06_2_3,s6_100_153,s4_2_2,s3_1_1,s3_139_199,s6_374_399,s5_470_764,s2_30_up,0.25,0.75,s2_30_up
s6_5_9,s09_22_32,s2_0_0,s8_174_up,s2_0_0,s10_176_up,s7_64_up,s10_5_up,s2_12_27,s9_4_up,s8_27_up,s1_below_28,s2_37_78,s2_96_204,s1_below_30,0.833333,0.166667,s1_below_30
s8_13_19,s08_17_22,s1_below_0,s8_174_up,s1_below_0,s09_154_176,s5_32_43,s08_3_4,s2_12_27,s7_3_4,s7_14_27,s1_below_28,s4_108_138,s1_below_96,s1_below_30,0.9,0.1,s1_below_30
s6_5_9,s09_22_32,s2_0_0,s5_143_152,s1_below_0,s09_154_176,s6_43_64,s09_4_5,s4_38_59,s8_4_4,s8_27_up,s2_28_139,s3_78_108,s2_96_204,s1_below_30,0.875,0.125,s1_below_30
s5_3_5,s05_5_8,s8_1_1,s2_132_136,s6_1_1,s07_134_148,s7_64_up,s06_2_3,s6_100_153,s5_2_3,s4_1_5,s3_139_199,s6_374_399,s6_764_772,s1_below_30,0.714286,0.285714,s1_below_30
s2_2_2,s03_4_5,s7_1_1,s3_136_139,s6_1_1,s03_88_89,s2_10_21,s03_2_2,s7_153_165,s3_2_2,s3_1_1,s4_199_205,s6_374_399,s7_772_810,s2_30_up,0.3125,0.6875,s2_30_up
s9_19_up,s10_32_up,s2_0_0,s1_below_132,s3_0_1,s05_93_115,s1_below_10,s05_2_2,s5_59_100,s5_2_3,s8_27_up,s2_28_139,s4_108_138,s1_below_96,s2_30_up,0.125,0.875,s2_30_up
